type,title,url,pubdate,h1_count,h1_text,h2_count,word_count,yoast_focus_keyword,yoast_meta_description
post,אימון הליכה-שורפים קלוריות ומתחטבים,https://www.sport4you.co.il/%d7%90%d7%99%d7%9e%d7%95%d7%9f-%d7%94%d7%9c%d7%99%d7%9b%d7%94-%d7%a9%d7%95%d7%a8%d7%a4%d7%99%d7%9d-%d7%a7%d7%9c%d7%95%d7%a8%d7%99%d7%95%d7%aa-%d7%95%d7%9e%d7%aa%d7%97%d7%98%d7%91%d7%99%d7%9d/,"Wed, 16 Oct 2019 08:14:34 +0000",0,,0,14,,
post,אימון הליכה לדוגמא - חיזוק את המערכת האירובית והשרירים,https://www.sport4you.co.il/%d7%90%d7%99%d7%9e%d7%95%d7%9f-%d7%94%d7%9c%d7%99%d7%9b%d7%94-%d7%9c%d7%93%d7%95%d7%92%d7%9e%d7%90-%d7%97%d7%99%d7%96%d7%95%d7%a7-%d7%90%d7%aa-%d7%94%d7%9e%d7%a2%d7%a8%d7%9b%d7%aa-%d7%94%d7%90%d7%99/,"Wed, 16 Oct 2019 08:17:36 +0000",0,,0,0,,
post,חיזוק צפיפות העצם - הכרחי ונגיש באמצעות אימון הליכה,https://www.sport4you.co.il/%d7%97%d7%99%d7%96%d7%95%d7%a7-%d7%a6%d7%a4%d7%99%d7%a4%d7%95%d7%aa-%d7%94%d7%a2%d7%a6%d7%9d-%d7%94%d7%9b%d7%a8%d7%97%d7%99-%d7%95%d7%a0%d7%92%d7%99%d7%a9-%d7%91%d7%90%d7%9e%d7%a6%d7%a2%d7%95%d7%aa/,"Wed, 16 Oct 2019 08:19:34 +0000",0,,0,3,,
post,קבוצת ריצה ברמת השרון מתחילים,https://www.sport4you.co.il/%d7%a7%d7%91%d7%95%d7%a6%d7%aa-%d7%a8%d7%99%d7%a6%d7%94-%d7%91%d7%a8%d7%9e%d7%aa-%d7%94%d7%a9%d7%a8%d7%95%d7%9f-%d7%9e%d7%aa%d7%97%d7%99%d7%9c%d7%99%d7%9d/,"Sat, 09 Nov 2019 19:53:27 +0000",0,,0,0,,
post,אימון כושר ביתי בצל קורונה,https://www.sport4you.co.il/%d7%90%d7%99%d7%9e%d7%95%d7%9f-%d7%9b%d7%95%d7%a9%d7%a8-%d7%91%d7%99%d7%aa%d7%99-%d7%91%d7%a6%d7%9c-%d7%a7%d7%95%d7%a8%d7%95%d7%a0%d7%94/,"Tue, 31 Mar 2020 19:32:27 +0000",0,,0,101,,
post,"השלכות הקורונה על ילדים -""ילדי הזום""",https://www.sport4you.co.il/%d7%94%d7%a9%d7%9c%d7%9b%d7%95%d7%aa-%d7%94%d7%a7%d7%95%d7%a8%d7%95%d7%a0%d7%94-%d7%a2%d7%9c-%d7%99%d7%9c%d7%93%d7%99%d7%9d-%d7%99%d7%9c%d7%93%d7%99-%d7%94%d7%96%d7%95%d7%9d/,"Fri, 27 Nov 2020 21:30:19 +0000",0,,0,0,,
post,חיסוני קורונה והשפעתם על פעילות גופנית ריצה וכושר - תמונת מצב,https://www.sport4you.co.il/%d7%97%d7%99%d7%a1%d7%95%d7%9f-%d7%a7%d7%95%d7%a8%d7%95%d7%a0%d7%94-%d7%95%d7%94%d7%94%d7%a9%d7%a4%d7%a2%d7%94-%d7%a2%d7%9c-%d7%91%d7%99%d7%a6%d7%95%d7%a2-%d7%a4%d7%a2%d7%99%d7%9c%d7%95%d7%aa-%d7%92/,"Thu, 18 Feb 2021 09:11:02 +0000",0,,0,0,חיסון קורונה ריצה ופעילות גופנית,חיסון קורונה וההשפעה על ביצוע פעילות גופנית וריצה בימים ובשבועות שלאחר קבלת החיסוןואיל לעבור את זה בשלום
post,מחקר חדש: פעילות גופנית מסייעת בהתמודדות ילדים עם הפרעות קשב וריכוז,https://www.sport4you.co.il/%d7%9e%d7%97%d7%a7%d7%a8-%d7%97%d7%93%d7%a9-%d7%a4%d7%a2%d7%99%d7%9c%d7%95%d7%aa-%d7%92%d7%95%d7%a4%d7%a0%d7%99%d7%aa-%d7%9e%d7%a1%d7%99%d7%99%d7%a2%d7%aa-%d7%91%d7%94%d7%aa%d7%9e%d7%95%d7%93%d7%93/,"Thu, 18 Feb 2021 09:12:16 +0000",0,,0,1,,
post,אתלטיקט פרטים,https://www.sport4you.co.il/%d7%aa%d7%95%d7%9e%d7%a8-%d7%90%d7%aa%d7%9c%d7%98%d7%99%d7%a7%d7%98/,"Thu, 09 Jun 2022 11:25:12 +0000",0,,0,0,תוכנית אימון מרחוק ריצה,תוכנית אימוני ריצה מרחוק לכל המרחקים מאמן בעל ניסיון רב ומקצועיות גבוהה עם המלצה של מאות רצים מהארץ והעולםת מכל מקום בכל זמן
page,ריצות שטח והרים,https://www.sport4you.co.il/%d7%a8%d7%99%d7%a6%d7%95%d7%aa-%d7%a9%d7%98%d7%97-%d7%95%d7%94%d7%a8%d7%99%d7%9d/,"Wed, 19 Jul 2023 11:42:47 +0000",0,,1,57,ריצות שטח והרים,"ריצות שטח והרים, באימון ריצה בשטח נדרשת הכנה ומיומנויות רבות וציוד מתאים. ריצה בלילה בשטח, ריצה בירידות חדות, ריצה בשטח טכני ומלא סלעים ועוד"
post,בינה מלאכותית AI באימוני הריצה,https://www.sport4you.co.il/%d7%91%d7%99%d7%a0%d7%94-%d7%9e%d7%9c%d7%90%d7%9b%d7%95%d7%aa%d7%99%d7%aa-ai-%d7%91%d7%90%d7%99%d7%9e%d7%95%d7%a0%d7%99-%d7%94%d7%a8%d7%99%d7%a6%d7%94/,"Wed, 19 Jul 2023 12:15:24 +0000",0,,0,0,הבינה מלאכותית AI באימוני הריצה,בינה מלאכותית AI באימוני הריצה
post,אימון כושר ביתי עם גומיה,https://www.sport4you.co.il/%d7%90%d7%99%d7%9e%d7%95%d7%9f-%d7%9b%d7%95%d7%a9%d7%a8-%d7%91%d7%99%d7%aa%d7%99-%d7%a2%d7%9d-%d7%92%d7%95%d7%9e%d7%99%d7%94/,"Sun, 27 Oct 2024 09:37:48 +0000",0,,0,0,,
post,השפעת מוזיקה על פעילות גופנית עצימה,https://www.sport4you.co.il/%d7%94%d7%a9%d7%a4%d7%a2%d7%aa-%d7%9e%d7%95%d7%96%d7%99%d7%a7%d7%94-%d7%a2%d7%9c-%d7%a4%d7%a2%d7%99%d7%9c%d7%95%d7%aa-%d7%92%d7%95%d7%a4%d7%a0%d7%99%d7%aa-%d7%a2%d7%a6%d7%99%d7%9e%d7%94-%d7%95%d7%91/,"Sun, 03 Nov 2024 12:40:50 +0000",0,,0,636,,
